timestamp,iso_timestamp,record_number,operation_mode,state,ax,ay,az,pitch,roll,gx,gy,gz,latitude,longitude,gps_altitude,gps_time,pressure,temperature,agl_altitude,velocity,pyro1_state,pyro2_state,battery_voltage,wifi_rssi,kalman_altitude,kalman_vertical_velocity,communication_mode,raw_data
1758287476.1417,2025-09-19T16:11:16.141700,8,0,2,0,0,0,-0.03,-135.06,-0.03,-0.03,-0.03,-1.088319,37.01453,1531.5,288764,0,0,44330,0,0,0,0,-67,23193.83,68351.84,BEACON,"{""record_number"": 8, ""operation_mode"": 0, ""state"": 2, ""battery_voltage"": 0, ""wifi_rssi"": -67, ""acc_data"": {""ax"": 0, ""ay"": 0, ""az"": 0, ""pitch"": -0.03, ""roll"": -135.06}, ""gyro_data"": {""gx"": -0.03, ""gy"": -0.03, ""gz"": -0.03}, ""gps_data"": {""latitude"": -1.088319, ""longitude"": 37.01453, ""gps_altitude"": 1531.5, ""time"": 288764}, ""alt_data"": {""pressure"": 0, ""temperature"": 0, ""AGL"": 44330, ""velocity"": 0, ""kalman_altitude"": 23193.83, ""kalman_vertical_velocity"": 68351.84}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 1, ""timeout_exceeded"": false, ""rssi"": -67}, ""communication_mode"": ""BEACON"", ""timestamp"": 5346, ""packets_received"": 1, ""kalman_data"": {""altitude"": 23193.83, ""vertical_velocity"": 68351.84}, ""kalman_altitude"": 23193.83, ""kalman_vertical_velocity"": 68351.84, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1758287484.678072,2025-09-19T16:11:24.678072,8,0,2,0,0,0,-0.03,-135.06,-0.03,-0.03,-0.03,-1.088316,37.01453,1531.7,297117,0,0,44330,0,0,0,0,-67,25303.96,72190.01,BEACON,"{""record_number"": 8, ""operation_mode"": 0, ""state"": 2, ""battery_voltage"": 0, ""wifi_rssi"": -67, ""acc_data"": {""ax"": 0, ""ay"": 0, ""az"": 0, ""pitch"": -0.03, ""roll"": -135.06}, ""gyro_data"": {""gx"": -0.03, ""gy"": -0.03, ""gz"": -0.03}, ""gps_data"": {""latitude"": -1.088316, ""longitude"": 37.01453, ""gps_altitude"": 1531.7, ""time"": 297117}, ""alt_data"": {""pressure"": 0, ""temperature"": 0, ""AGL"": 44330, ""velocity"": 0, ""kalman_altitude"": 25303.96, ""kalman_vertical_velocity"": 72190.01}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -67}, ""communication_mode"": ""BEACON"", ""timestamp"": 13552, ""packets_received"": 2, ""kalman_data"": {""altitude"": 25303.96, ""vertical_velocity"": 72190.01}, ""kalman_altitude"": 25303.96, ""kalman_vertical_velocity"": 72190.01, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1758287491.212579,2025-09-19T16:11:31.212579,8,0,2,0,0,0,-0.03,-135.06,-0.03,-0.03,-0.03,-1.088315,37.01453,1531.9,303835,0,0,44330,0,0,0,0,-67,27436.71,75824.8,BEACON,"{""record_number"": 8, ""operation_mode"": 0, ""state"": 2, ""battery_voltage"": 0, ""wifi_rssi"": -67, ""acc_data"": {""ax"": 0, ""ay"": 0, ""az"": 0, ""pitch"": -0.03, ""roll"": -135.06}, ""gyro_data"": {""gx"": -0.03, ""gy"": -0.03, ""gz"": -0.03}, ""gps_data"": {""latitude"": -1.088315, ""longitude"": 37.01453, ""gps_altitude"": 1531.9, ""time"": 303835}, ""alt_data"": {""pressure"": 0, ""temperature"": 0, ""AGL"": 44330, ""velocity"": 0, ""kalman_altitude"": 27436.71, ""kalman_vertical_velocity"": 75824.8}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -67}, ""communication_mode"": ""BEACON"", ""timestamp"": 20416, ""packets_received"": 3, ""kalman_data"": {""altitude"": 27436.71, ""vertical_velocity"": 75824.8}, ""kalman_altitude"": 27436.71, ""kalman_vertical_velocity"": 75824.8, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1758287499.450604,2025-09-19T16:11:39.450604,8,0,2,0,0,0,-0.03,-135.06,-0.03,-0.03,-0.03,-1.088314,37.01453,1532,311981,0,0,44330,0,0,0,0,-66,29570.42,79209.55,BEACON,"{""record_number"": 8, ""operation_mode"": 0, ""state"": 2, ""battery_voltage"": 0, ""wifi_rssi"": -66, ""acc_data"": {""ax"": 0, ""ay"": 0, ""az"": 0, ""pitch"": -0.03, ""roll"": -135.06}, ""gyro_data"": {""gx"": -0.03, ""gy"": -0.03, ""gz"": -0.03}, ""gps_data"": {""latitude"": -1.088314, ""longitude"": 37.01453, ""gps_altitude"": 1532, ""time"": 311981}, ""alt_data"": {""pressure"": 0, ""temperature"": 0, ""AGL"": 44330, ""velocity"": 0, ""kalman_altitude"": 29570.42, ""kalman_vertical_velocity"": 79209.55}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -66}, ""communication_mode"": ""BEACON"", ""timestamp"": 28514, ""packets_received"": 4, ""kalman_data"": {""altitude"": 29570.42, ""vertical_velocity"": 79209.55}, ""kalman_altitude"": 29570.42, ""kalman_vertical_velocity"": 79209.55, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1758287501.558841,2025-09-19T16:11:41.558841,8,0,2,0,0,0,-0.03,-135.06,-0.03,-0.03,-0.03,-1.088314,37.01453,1531.9,314221,0,0,44330,0,0,0,0,-67,30101.35,80011.41,BEACON,"{""record_number"": 8, ""operation_mode"": 0, ""state"": 2, ""battery_voltage"": 0, ""wifi_rssi"": -67, ""acc_data"": {""ax"": 0, ""ay"": 0, ""az"": 0, ""pitch"": -0.03, ""roll"": -135.06}, ""gyro_data"": {""gx"": -0.03, ""gy"": -0.03, ""gz"": -0.03}, ""gps_data"": {""latitude"": -1.088314, ""longitude"": 37.01453, ""gps_altitude"": 1531.9, ""time"": 314221}, ""alt_data"": {""pressure"": 0, ""temperature"": 0, ""AGL"": 44330, ""velocity"": 0, ""kalman_altitude"": 30101.35, ""kalman_vertical_velocity"": 80011.41}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -67}, ""communication_mode"": ""BEACON"", ""timestamp"": 30762, ""packets_received"": 5, ""kalman_data"": {""altitude"": 30101.35, ""vertical_velocity"": 80011.41}, ""kalman_altitude"": 30101.35, ""kalman_vertical_velocity"": 80011.41, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1758287529.669576,2025-09-19T16:12:09.669576,9,0,2,0,0,0,-0.03,-135.06,-0.03,-0.03,-0.03,-1.088313,37.01453,1532.7,342308,0,0,44330,0,0,0,0,-65,37190.07,88973.02,BEACON,"{""record_number"": 9, ""operation_mode"": 0, ""state"": 2, ""battery_voltage"": 0, ""wifi_rssi"": -65, ""acc_data"": {""ax"": 0, ""ay"": 0, ""az"": 0, ""pitch"": -0.03, ""roll"": -135.06}, ""gyro_data"": {""gx"": -0.03, ""gy"": -0.03, ""gz"": -0.03}, ""gps_data"": {""latitude"": -1.088313, ""longitude"": 37.01453, ""gps_altitude"": 1532.7, ""time"": 342308}, ""alt_data"": {""pressure"": 0, ""temperature"": 0, ""AGL"": 44330, ""velocity"": 0, ""kalman_altitude"": 37190.07, ""kalman_vertical_velocity"": 88973.02}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -65}, ""communication_mode"": ""BEACON"", ""timestamp"": 58874, ""packets_received"": 6, ""kalman_data"": {""altitude"": 37190.07, ""vertical_velocity"": 88973.02}, ""kalman_altitude"": 37190.07, ""kalman_vertical_velocity"": 88973.02, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1758287551.506746,2025-09-19T16:12:31.506746,10,0,2,0,0,0,-0.03,-135.06,-0.03,-0.03,-0.03,-1.088318,37.01454,1532.6,363890,0,0,44330,0,0,0,0,-67,41125.64,92135.91,BEACON,"{""record_number"": 10, ""operation_mode"": 0, ""state"": 2, ""battery_voltage"": 0, ""wifi_rssi"": -67, ""acc_data"": {""ax"": 0, ""ay"": 0, ""az"": 0, ""pitch"": -0.03, ""roll"": -135.06}, ""gyro_data"": {""gx"": -0.03, ""gy"": -0.03, ""gz"": -0.03}, ""gps_data"": {""latitude"": -1.088318, ""longitude"": 37.01454, ""gps_altitude"": 1532.6, ""time"": 363890}, ""alt_data"": {""pressure"": 0, ""temperature"": 0, ""AGL"": 44330, ""velocity"": 0, ""kalman_altitude"": 41125.64, ""kalman_vertical_velocity"": 92135.91}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -67}, ""communication_mode"": ""BEACON"", ""timestamp"": 80371, ""packets_received"": 7, ""kalman_data"": {""altitude"": 41125.64, ""vertical_velocity"": 92135.91}, ""kalman_altitude"": 41125.64, ""kalman_vertical_velocity"": 92135.91, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1758287556.337477,2025-09-19T16:12:36.337477,10,0,2,0,0,0,-0.03,-135.06,-0.03,-0.03,-0.03,-1.088318,37.01454,1532.8,368980,0,0,44330,0,0,0,0,-66,42283.52,92700.27,BEACON,"{""record_number"": 10, ""operation_mode"": 0, ""state"": 2, ""battery_voltage"": 0, ""wifi_rssi"": -66, ""acc_data"": {""ax"": 0, ""ay"": 0, ""az"": 0, ""pitch"": -0.03, ""roll"": -135.06}, ""gyro_data"": {""gx"": -0.03, ""gy"": -0.03, ""gz"": -0.03}, ""gps_data"": {""latitude"": -1.088318, ""longitude"": 37.01454, ""gps_altitude"": 1532.8, ""time"": 368980}, ""alt_data"": {""pressure"": 0, ""temperature"": 0, ""AGL"": 44330, ""velocity"": 0, ""kalman_altitude"": 42283.52, ""kalman_vertical_velocity"": 92700.27}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -66}, ""communication_mode"": ""BEACON"", ""timestamp"": 85544, ""packets_received"": 8, ""kalman_data"": {""altitude"": 42283.52, ""vertical_velocity"": 92700.27}, ""kalman_altitude"": 42283.52, ""kalman_vertical_velocity"": 92700.27, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1758287558.693904,2025-09-19T16:12:38.693904,10,0,2,0,0,0,-0.03,-135.06,-0.03,-0.03,-0.03,-1.088318,37.01455,1532.9,371420,0,0,44330,0,0,0,0,-66,42650.42,92833.77,BEACON,"{""record_number"": 10, ""operation_mode"": 0, ""state"": 2, ""battery_voltage"": 0, ""wifi_rssi"": -66, ""acc_data"": {""ax"": 0, ""ay"": 0, ""az"": 0, ""pitch"": -0.03, ""roll"": -135.06}, ""gyro_data"": {""gx"": -0.03, ""gy"": -0.03, ""gz"": -0.03}, ""gps_data"": {""latitude"": -1.088318, ""longitude"": 37.01455, ""gps_altitude"": 1532.9, ""time"": 371420}, ""alt_data"": {""pressure"": 0, ""temperature"": 0, ""AGL"": 44330, ""velocity"": 0, ""kalman_altitude"": 42650.42, ""kalman_vertical_velocity"": 92833.77}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -66}, ""communication_mode"": ""BEACON"", ""timestamp"": 87901, ""packets_received"": 9, ""kalman_data"": {""altitude"": 42650.42, ""vertical_velocity"": 92833.77}, ""kalman_altitude"": 42650.42, ""kalman_vertical_velocity"": 92833.77, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1758287578.501618,2025-09-19T16:12:58.501618,11,0,2,0,0,0,-0.03,-135.06,-0.03,-0.03,-0.03,-1.088319,37.01455,1533.4,391173,0,0,44330,0,0,0,0,-69,45494.95,92838.72,BEACON,"{""record_number"": 11, ""operation_mode"": 0, ""state"": 2, ""battery_voltage"": 0, ""wifi_rssi"": -69, ""acc_data"": {""ax"": 0, ""ay"": 0, ""az"": 0, ""pitch"": -0.03, ""roll"": -135.06}, ""gyro_data"": {""gx"": -0.03, ""gy"": -0.03, ""gz"": -0.03}, ""gps_data"": {""latitude"": -1.088319, ""longitude"": 37.01455, ""gps_altitude"": 1533.4, ""time"": 391173}, ""alt_data"": {""pressure"": 0, ""temperature"": 0, ""AGL"": 44330, ""velocity"": 0, ""kalman_altitude"": 45494.95, ""kalman_vertical_velocity"": 92838.72}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -69}, ""communication_mode"": ""BEACON"", ""timestamp"": 107708, ""packets_received"": 10, ""kalman_data"": {""altitude"": 45494.95, ""vertical_velocity"": 92838.72}, ""kalman_altitude"": 45494.95, ""kalman_vertical_velocity"": 92838.72, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
