timestamp,iso_timestamp,record_number,operation_mode,state,ax,ay,az,pitch,roll,gx,gy,gz,latitude,longitude,gps_altitude,gps_time,pressure,temperature,agl_altitude,velocity,pyro1_state,pyro2_state,battery_voltage,wifi_rssi,kalman_altitude,kalman_vertical_velocity,communication_mode,raw_data
1768315697.317846,2026-01-13T17:48:17.317846,5307,0,0,-0.38,0.1,0.88,-22.52,6.79,-9.27,-3.14,-3.69,0,0,0,456253,853.08,27.74,-1.36,0,0,0,0,-90,-1.36,-4.74,BEACON,"{""record_number"": 5307, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -90, ""acc_data"": {""ax"": -0.38, ""ay"": 0.1, ""az"": 0.88, ""pitch"": -22.52, ""roll"": 6.79}, ""gyro_data"": {""gx"": -9.27, ""gy"": -3.14, ""gz"": -3.69}, ""gps_data"": {""latitude"": 0, ""longitude"": 0, ""gps_altitude"": 0, ""time"": 456253}, ""alt_data"": {""pressure"": 853.08, ""temperature"": 27.74, ""AGL"": -1.36, ""velocity"": 0, ""kalman_altitude"": -1.36, ""kalman_vertical_velocity"": -4.74}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -90}, ""communication_mode"": ""BEACON"", ""timestamp"": 341210, ""packets_received"": 2150, ""kalman_data"": {""altitude"": -1.36, ""vertical_velocity"": -4.74}, ""kalman_altitude"": -1.36, ""kalman_vertical_velocity"": -4.74, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1768315697.442847,2026-01-13T17:48:17.442847,5308,0,0,-0.39,0.11,0.89,-22.64,7.03,-9.05,-2.74,-3.63,0,0,0,456454,853,27.72,-0.56,0,0,0,0,-89,-0.56,-4.67,BEACON,"{""record_number"": 5308, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -89, ""acc_data"": {""ax"": -0.39, ""ay"": 0.11, ""az"": 0.89, ""pitch"": -22.64, ""roll"": 7.03}, ""gyro_data"": {""gx"": -9.05, ""gy"": -2.74, ""gz"": -3.63}, ""gps_data"": {""latitude"": 0, ""longitude"": 0, ""gps_altitude"": 0, ""time"": 456454}, ""alt_data"": {""pressure"": 853, ""temperature"": 27.72, ""AGL"": -0.56, ""velocity"": 0, ""kalman_altitude"": -0.56, ""kalman_vertical_velocity"": -4.67}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -89}, ""communication_mode"": ""BEACON"", ""timestamp"": 341322, ""packets_received"": 2151, ""kalman_data"": {""altitude"": -0.56, ""vertical_velocity"": -4.67}, ""kalman_altitude"": -0.56, ""kalman_vertical_velocity"": -4.67, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1768315697.532875,2026-01-13T17:48:17.532875,5309,0,0,-0.38,0.1,0.89,-22.67,6.71,-9.09,-3.2,-3.38,0,0,0,456454,853.06,27.73,-1.14,0,0,0,0,-90,-1.14,-4.72,BEACON,"{""record_number"": 5309, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -90, ""acc_data"": {""ax"": -0.38, ""ay"": 0.1, ""az"": 0.89, ""pitch"": -22.67, ""roll"": 6.71}, ""gyro_data"": {""gx"": -9.09, ""gy"": -3.2, ""gz"": -3.38}, ""gps_data"": {""latitude"": 0, ""longitude"": 0, ""gps_altitude"": 0, ""time"": 456454}, ""alt_data"": {""pressure"": 853.06, ""temperature"": 27.73, ""AGL"": -1.14, ""velocity"": 0, ""kalman_altitude"": -1.14, ""kalman_vertical_velocity"": -4.72}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 1, ""timeout_exceeded"": false, ""rssi"": -90}, ""communication_mode"": ""BEACON"", ""timestamp"": 341435, ""packets_received"": 2152, ""kalman_data"": {""altitude"": -1.14, ""vertical_velocity"": -4.72}, ""kalman_altitude"": -1.14, ""kalman_vertical_velocity"": -4.72, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1768315697.685034,2026-01-13T17:48:17.685034,5311,0,0,-0.38,0.1,0.89,-22.64,6.8,-9.05,-3.41,-3.99,0,0,0,456656,853.02,27.72,-0.81,0,0,0,0,-90,-0.81,-4.7,BEACON,"{""record_number"": 5311, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -90, ""acc_data"": {""ax"": -0.38, ""ay"": 0.1, ""az"": 0.89, ""pitch"": -22.64, ""roll"": 6.8}, ""gyro_data"": {""gx"": -9.05, ""gy"": -3.41, ""gz"": -3.99}, ""gps_data"": {""latitude"": 0, ""longitude"": 0, ""gps_altitude"": 0, ""time"": 456656}, ""alt_data"": {""pressure"": 853.02, ""temperature"": 27.72, ""AGL"": -0.81, ""velocity"": 0, ""kalman_altitude"": -0.81, ""kalman_vertical_velocity"": -4.7}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 1, ""timeout_exceeded"": false, ""rssi"": -90}, ""communication_mode"": ""BEACON"", ""timestamp"": 341548, ""packets_received"": 2153, ""kalman_data"": {""altitude"": -0.81, ""vertical_velocity"": -4.7}, ""kalman_altitude"": -0.81, ""kalman_vertical_velocity"": -4.7, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1768315697.787029,2026-01-13T17:48:17.787029,5312,0,0,-0.38,0.11,0.89,-22.82,7.15,-9.05,-3.05,-4.24,0,0,0,456656,853.04,27.72,-0.96,0,0,0,0,-92,-0.96,-4.71,BEACON,"{""record_number"": 5312, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -92, ""acc_data"": {""ax"": -0.38, ""ay"": 0.11, ""az"": 0.89, ""pitch"": -22.82, ""roll"": 7.15}, ""gyro_data"": {""gx"": -9.05, ""gy"": -3.05, ""gz"": -4.24}, ""gps_data"": {""latitude"": 0, ""longitude"": 0, ""gps_altitude"": 0, ""time"": 456656}, ""alt_data"": {""pressure"": 853.04, ""temperature"": 27.72, ""AGL"": -0.96, ""velocity"": 0, ""kalman_altitude"": -0.96, ""kalman_vertical_velocity"": -4.71}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -92}, ""communication_mode"": ""BEACON"", ""timestamp"": 341660, ""packets_received"": 2154, ""kalman_data"": {""altitude"": -0.96, ""vertical_velocity"": -4.71}, ""kalman_altitude"": -0.96, ""kalman_vertical_velocity"": -4.71, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1768315697.901029,2026-01-13T17:48:17.901029,5313,0,0,-0.39,0.1,0.88,-22.88,6.9,-8.81,-2.56,-3.99,0,0,0,456859,853.08,27.74,-1.33,0,0,0,0,-91,-1.33,-4.74,BEACON,"{""record_number"": 5313, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -91, ""acc_data"": {""ax"": -0.39, ""ay"": 0.1, ""az"": 0.88, ""pitch"": -22.88, ""roll"": 6.9}, ""gyro_data"": {""gx"": -8.81, ""gy"": -2.56, ""gz"": -3.99}, ""gps_data"": {""latitude"": 0, ""longitude"": 0, ""gps_altitude"": 0, ""time"": 456859}, ""alt_data"": {""pressure"": 853.08, ""temperature"": 27.74, ""AGL"": -1.33, ""velocity"": 0, ""kalman_altitude"": -1.33, ""kalman_vertical_velocity"": -4.74}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -91}, ""communication_mode"": ""BEACON"", ""timestamp"": 341772, ""packets_received"": 2155, ""kalman_data"": {""altitude"": -1.33, ""vertical_velocity"": -4.74}, ""kalman_altitude"": -1.33, ""kalman_vertical_velocity"": -4.74, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1768315698.031735,2026-01-13T17:48:18.031735,5315,0,0,-0.39,0.1,0.89,-22.55,6.69,-9.82,-3.14,-3.35,0,0,0,457059,853.02,27.72,-0.77,0,0,0,0,-90,-0.77,-4.7,BEACON,"{""record_number"": 5315, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -90, ""acc_data"": {""ax"": -0.39, ""ay"": 0.1, ""az"": 0.89, ""pitch"": -22.55, ""roll"": 6.69}, ""gyro_data"": {""gx"": -9.82, ""gy"": -3.14, ""gz"": -3.35}, ""gps_data"": {""latitude"": 0, ""longitude"": 0, ""gps_altitude"": 0, ""time"": 457059}, ""alt_data"": {""pressure"": 853.02, ""temperature"": 27.72, ""AGL"": -0.77, ""velocity"": 0, ""kalman_altitude"": -0.77, ""kalman_vertical_velocity"": -4.7}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 1, ""timeout_exceeded"": false, ""rssi"": -90}, ""communication_mode"": ""BEACON"", ""timestamp"": 341885, ""packets_received"": 2156, ""kalman_data"": {""altitude"": -0.77, ""vertical_velocity"": -4.7}, ""kalman_altitude"": -0.77, ""kalman_vertical_velocity"": -4.7, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1768315698.10973,2026-01-13T17:48:18.109730,5316,0,0,-0.38,0.11,0.88,-22.58,7.07,-9.09,-3.2,-3.14,0,0,0,457059,853.07,27.73,-1.29,0,0,0,0,-89,-1.29,-4.74,BEACON,"{""record_number"": 5316, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -89, ""acc_data"": {""ax"": -0.38, ""ay"": 0.11, ""az"": 0.88, ""pitch"": -22.58, ""roll"": 7.07}, ""gyro_data"": {""gx"": -9.09, ""gy"": -3.2, ""gz"": -3.14}, ""gps_data"": {""latitude"": 0, ""longitude"": 0, ""gps_altitude"": 0, ""time"": 457059}, ""alt_data"": {""pressure"": 853.07, ""temperature"": 27.73, ""AGL"": -1.29, ""velocity"": 0, ""kalman_altitude"": -1.29, ""kalman_vertical_velocity"": -4.74}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -89}, ""communication_mode"": ""BEACON"", ""timestamp"": 342001, ""packets_received"": 2157, ""kalman_data"": {""altitude"": -1.29, ""vertical_velocity"": -4.74}, ""kalman_altitude"": -1.29, ""kalman_vertical_velocity"": -4.74, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1768315698.370888,2026-01-13T17:48:18.370888,5319,0,0,-0.38,0.11,0.89,-22.73,7.23,-8.81,-5.09,-3.6,0,0,0,457259,853.04,27.72,-0.96,0,0,0,0,-89,-0.93,-4.71,BEACON,"{""record_number"": 5319, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -89, ""acc_data"": {""ax"": -0.38, ""ay"": 0.11, ""az"": 0.89, ""pitch"": -22.73, ""roll"": 7.23}, ""gyro_data"": {""gx"": -8.81, ""gy"": -5.09, ""gz"": -3.6}, ""gps_data"": {""latitude"": 0, ""longitude"": 0, ""gps_altitude"": 0, ""time"": 457259}, ""alt_data"": {""pressure"": 853.04, ""temperature"": 27.72, ""AGL"": -0.96, ""velocity"": 0, ""kalman_altitude"": -0.93, ""kalman_vertical_velocity"": -4.71}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -89}, ""communication_mode"": ""BEACON"", ""timestamp"": 342222, ""packets_received"": 2158, ""kalman_data"": {""altitude"": -0.93, ""vertical_velocity"": -4.71}, ""kalman_altitude"": -0.93, ""kalman_vertical_velocity"": -4.71, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
1768315698.465634,2026-01-13T17:48:18.465634,5320,0,0,-0.38,0.11,0.88,-22.43,6.76,-9.12,-1.65,-3.69,0,0,0,457458,853.02,27.72,-0.81,0,0,0,0,-88,-0.81,-4.71,BEACON,"{""record_number"": 5320, ""operation_mode"": 0, ""state"": 0, ""battery_voltage"": 0, ""wifi_rssi"": -88, ""acc_data"": {""ax"": -0.38, ""ay"": 0.11, ""az"": 0.88, ""pitch"": -22.43, ""roll"": 6.76}, ""gyro_data"": {""gx"": -9.12, ""gy"": -1.65, ""gz"": -3.69}, ""gps_data"": {""latitude"": 0, ""longitude"": 0, ""gps_altitude"": 0, ""time"": 457458}, ""alt_data"": {""pressure"": 853.02, ""temperature"": 27.72, ""AGL"": -0.81, ""velocity"": 0, ""kalman_altitude"": -0.81, ""kalman_vertical_velocity"": -4.71}, ""chute_state"": {""pyro1_state"": 0, ""pyro2_state"": 0}, ""connection_status"": {""connected"": true, ""has_ever_connected"": true, ""packet_age_ms"": 0, ""timeout_exceeded"": false, ""rssi"": -88}, ""communication_mode"": ""BEACON"", ""timestamp"": 342334, ""packets_received"": 2159, ""kalman_data"": {""altitude"": -0.81, ""vertical_velocity"": -4.71}, ""kalman_altitude"": -0.81, ""kalman_vertical_velocity"": -4.71, ""pyroDrogue"": 0, ""pyroMain"": 0, ""pyro1_state"": 0, ""pyro2_state"": 0}"
